Country,Stadium,Players,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
SL,R Premadasa,AB Dinda,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,Z Khan,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,Kuldeep Yadav,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,B Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,AR Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,R Sharma,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SL,R Premadasa,SN Thakur,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,V Kohli,9,9,2,571,120,81.57,588,97.1,3,2,0,56,8
WI,Queens Park Oval,S Dhawan,9,9,0,342,87,38,398,85.92,0,4,0,38,5
WI,Queens Park Oval,RG Sharma,7,7,3,255,68,63.75,379,67.28,0,2,0,20,3
WI,Queens Park Oval,AM Rahane,2,2,0,165,103,82.5,182,90.65,1,1,0,18,2
WI,Queens Park Oval,SS Iyer,2,2,0,136,71,68,109,124.77,0,2,0,8,6
WI,Queens Park Oval,SK Raina,5,5,2,115,43,38.33,117,98.29,0,0,0,6,3
WI,Queens Park Oval,PA Patel,2,2,0,69,56,34.5,79,87.34,0,1,0,4,2
WI,Queens Park Oval,MS Dhoni,3,3,3,67,45,NaN,74,90.54,0,0,0,7,2
WI,Queens Park Oval,KM Jadhav,4,3,2,48,19,48,32,150,0,0,0,5,1
WI,Queens Park Oval,KD Karthik,3,3,0,41,23,13.66,62,66.12,0,0,0,4,1
WI,Queens Park Oval,M Vijay,2,1,0,27,27,27,18,150,0,0,0,5,0
WI,Queens Park Oval,R Ashwin,5,2,1,25,25,25,19,131.57,0,0,1,3,0
WI,Queens Park Oval,RA Jadeja,5,3,1,23,16,11.5,35,65.71,0,0,0,1,0
WI,Queens Park Oval,RR Pant,2,2,0,20,20,10,36,55.55,0,0,1,2,0
WI,Queens Park Oval,Yuvraj Singh,2,2,0,18,14,9,20,90,0,0,0,1,0
WI,Queens Park Oval,S Badrinath,2,1,0,17,17,17,30,56.66,0,0,0,1,0
WI,Queens Park Oval,YK Pathan,2,1,0,10,10,10,12,83.33,0,0,0,0,1
WI,Queens Park Oval,Harbhajan Singh,2,1,1,6,6,NaN,4,150,0,0,0,0,1
WI,Queens Park Oval,R Vinay Kumar,1,1,0,5,5,5,16,31.25,0,0,0,0,0
WI,Queens Park Oval,HH Pandya,2,1,0,4,4,4,5,80,0,0,0,0,0
WI,Queens Park Oval,Mohammed Shami,2,1,1,3,3,NaN,5,60,0,0,0,0,0
WI,Queens Park Oval,I Sharma,3,1,1,2,2,NaN,7,28.57,0,0,0,0,0
WI,Queens Park Oval,B Kumar,7,2,0,1,1,0.5,17,5.88,0,0,1,0,0
WI,Queens Park Oval,KK Ahmed,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,YS Chahal,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,Kuldeep Yadav,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,P Kumar,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,A Mishra,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,MM Patel,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Queens Park Oval,UT Yadav,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Sabina Park,V Kohli,4,4,1,218,111,72.66,245,88.97,1,1,0,22,3
WI,Sabina Park,RG Sharma,3,3,0,122,60,40.66,174,70.11,0,2,0,6,2
WI,Sabina Park,KD Karthik,3,3,1,95,50,47.5,149,63.75,0,1,0,10,0
WI,Sabina Park,SK Raina,3,3,0,77,44,25.66,92,83.69,0,0,1,8,0
WI,Sabina Park,RA Jadeja,3,2,1,64,49,64,82,78.04,0,0,0,6,1
WI,Sabina Park,S Dhawan,4,4,0,50,24,12.5,81,61.72,0,0,0,7,0
WI,Sabina Park,AM Rahane,1,1,0,39,39,39,51,76.47,0,0,0,5,0
WI,Sabina Park,YK Pathan,1,1,0,30,30,30,29,103.44,0,0,0,2,1
WI,Sabina Park,M Vijay,1,1,0,30,30,30,46,65.21,0,0,0,2,0
WI,Sabina Park,MS Dhoni,2,1,0,27,27,27,35,77.14,0,0,0,1,0
WI,Sabina Park,MK Tiwary,1,1,0,22,22,22,22,100,0,0,0,1,1
WI,Sabina Park,R Ashwin,3,3,2,17,8,17,31,54.83,0,0,0,1,0
WI,Sabina Park,B Kumar,1,1,1,11,11,NaN,5,220,0,0,0,1,1
WI,Sabina Park,PA Patel,1,1,0,6,6,6,11,54.54,0,0,0,0,0
WI,Sabina Park,I Sharma,3,2,0,2,2,1,9,22.22,0,0,1,0,0
WI,Sabina Park,R Vinay Kumar,1,1,0,2,2,2,8,25,0,0,0,0,0
WI,Sabina Park,A Mishra,1,1,0,0,0,0,1,0,0,0,1,0,0
WI,Sabina Park,Mohammed Shami,2,1,0,0,0,0,1,0,0,0,1,0,0
WI,Sabina Park,UT Yadav,3,1,0,0,0,0,6,0,0,0,1,0,0
WI,Sabina Park,KM Jadhav,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Sabina Park,Kuldeep Yadav,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Sabina Park,HH Pandya,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Sir Vivian Richards Stadium,MS Dhoni,2,2,1,132,78,132,193,68.39,0,2,0,5,2
WI,Sir Vivian Richards Stadium,AM Rahane,2,2,0,132,72,66,203,65.02,0,2,0,11,1
WI,Sir Vivian Richards Stadium,RG Sharma,2,2,1,125,86,125,138,90.57,0,1,0,5,3
WI,Sir Vivian Richards Stadium,PA Patel,2,2,0,72,46,36,88,81.81,0,0,0,7,1
WI,Sir Vivian Richards Stadium,KM Jadhav,2,2,1,50,40,50,40,125,0,0,0,4,1
WI,Sir Vivian Richards Stadium,Harbhajan Singh,1,1,0,41,41,41,64,64.06,0,0,0,1,1
WI,Sir Vivian Richards Stadium,Yuvraj Singh,1,1,0,39,39,39,55,70.9,0,0,0,4,0
WI,Sir Vivian Richards Stadium,V Kohli,4,4,0,36,22,9,68,52.94,0,0,1,3,0
WI,Sir Vivian Richards Stadium,P Kumar,2,2,1,31,25,31,28,110.71,0,0,0,1,2
WI,Sir Vivian Richards Stadium,S Badrinath,2,2,0,23,12,11.5,55,41.81,0,0,0,2,0
WI,Sir Vivian Richards Stadium,HH Pandya,2,1,0,20,20,20,21,95.23,0,0,0,1,1
WI,Sir Vivian Richards Stadium,R Ashwin,2,1,0,15,15,15,27,55.55,0,0,0,0,0
WI,Sir Vivian Richards Stadium,SK Raina,2,2,0,13,10,6.5,29,44.82,0,0,0,0,0
WI,Sir Vivian Richards Stadium,S Dhawan,3,3,0,11,5,3.66,28,39.28,0,0,0,0,0
WI,Sir Vivian Richards Stadium,RA Jadeja,1,1,0,11,11,11,11,100,0,0,0,1,0
WI,Sir Vivian Richards Stadium,A Mishra,2,1,1,5,5,NaN,14,35.71,0,0,0,0,0
WI,Sir Vivian Richards Stadium,KD Karthik,1,1,0,2,2,2,19,10.52,0,0,0,0,0
WI,Sir Vivian Richards Stadium,Kuldeep Yadav,2,1,1,2,2,NaN,6,33.33,0,0,0,0,0
WI,Sir Vivian Richards Stadium,YK Pathan,2,2,0,2,1,1,5,40,0,0,0,0,0
WI,Sir Vivian Richards Stadium,MK Tiwary,1,1,0,2,2,2,17,11.76,0,0,0,0,0
WI,Sir Vivian Richards Stadium,Mohammed Shami,1,1,0,1,1,1,2,50,0,0,0,0,0
WI,Sir Vivian Richards Stadium,I Sharma,1,1,0,0,0,0,3,0,0,0,1,0,0
WI,Sir Vivian Richards Stadium,UT Yadav,2,1,0,0,0,0,1,0,0,0,1,0,0
WI,Sir Vivian Richards Stadium,B Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI,Sir Vivian Richards Stadium,MM Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
